URL,Title,Brand,Price,Rating,Scores,Reviews
['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=2&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4'],['Infinix Smart 7 - 64GB ROM - 4GB RAM - PTA APPROVED OFFICIAL WARRANTY'],['Brand: InfinixMore Mobiles from Infinix'],"['Rs. 25,300\nRs. 25,999-3%']",['10 Ratings'],['4.5'],"['the reviews are: Genuine product thanks seller and daraz\n', 'the reviews are: all ok pta approved sealed pack\n', 'the reviews are: \n', 'the reviews are: excellent delivery service\n', 'the reviews are: Jo colour order Ki Tha wo Ni Mila ..... or product packaging BHI achi Ni thi . green colour mangwaya tha .... but white delivered Howa .\n', 'the reviews are: good service... highly recommended\n', 'the reviews are: \n', 'the reviews are: \n', 'the reviews are: \n']"
"['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=2&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4', 'https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=2&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4']","['Redmi A2 Plus , 3GB RAM 64GB ROM , 8MP Main Camera , Fingerprint , 5000mAh Fast Charging', None]","['Brand: RedmiMore Mobiles from Redmi', None]","['Rs. 20,999\nRs. 28,000-25%', None]","['33 Ratings', '33 Answered Questions']",['4.5'],"['the reviews are: Best mobile in this price I recommend others to buy this specially from this seller Seller is very good responsive #ReviewWorldCup\n', 'the reviews are: ماشا ﷲ اوریجنل پیکنگ اور فاسٹ ڈلیوری قابل اعتماد سیلر شکریہ\n', 'the reviews are: Boht acha tajurba,raha, very kind perdon seller,,her bat ka boht achy sy reply kia,,mjhy ordrr jaldi chahye tha within 2 days mien order milgya,,box pack packing,,delivery bhi fast hui, ,Allah is seller k karobar mien taraqi dy\n', 'the reviews are: very nice seller very coprative and very good product and service\n', 'the reviews are: ایک بار پھر شکریہ اس اسٹور والے کے ساتھ میرا دوسرا تجربہ کامیابی سے مکمل ہوا۔\n', 'the reviews are: Best seller very cooperative Mobile overall acha ha ,, sb perfect ha.... Pr sb se Acha seller ka ikhlaq ha jis trhan deal krty hain very nice... Will shop again InshaAllah\n', ""the reviews are: really honest seller.. fast delivery service.. same as shown Jo dekha waise hi Aya box packed😍 I don't have pic now but I'll show pics very soon.. thank you so much seller and daraz😇 100% recommended 🤩🤩\n"", 'the reviews are: behtreen service daba pack set behtreen packing mein mily delivery bhe tym.sy pehly 3 din mein ho gae seller jaldi response karta hay highly recommended\n', 'the reviews are: Great Seller. fast delivery and quick response chat service. 10 out of 10 for the seller.\n']"
"['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=3&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4', 'https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=3&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4']","['Samsung Galaxy A04 4GB - 64GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY', None]","['Brand: No BrandMore Mobiles from No Brand', None]","['Rs. 29,999\nRs. 35,499-15%', None]","['35 Ratings', '25 Answered Questions']",['4.6'],"['the reviews are: Mashallah 11.11 Sale Received safe packed PTA approved Dilivered in time response excellent Great Quality Satisfied original item received thanks seller and Daraz 👍👍😁😊\n', 'the reviews are: Quality is good. Original product. Non activated\n', 'the reviews are: # 11.11 brand new. pin packed. good quality. got in 20000/- only. made in Pakistan. Seller Recommended.\n', 'the reviews are: Good Product delivered with seal pack Thanks Daraz\n', 'the reviews are: good product. well packed.\n', 'the reviews are: 👍\n', 'the reviews are: #11.11\n', 'the reviews are: original mobile with all sealed, pta approved recommended 👍\n', ""the reviews are: bohat acha Hy original 💯 ok set no active seller bahi boaht aala phone 📱 acha Hy Jo btya wo diya I'm Soo happ\n""]"
"['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=3&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4', 'https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=3&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4']","['Redmi 12C || 4GB Ram 128GB Rom || 6.71 Inches IPS Display || 5000 mAh - Battery charging 10W wired', None]","['Brand: No BrandMore Mobiles from No Brand', None]","['Rs. 28,999\nRs. 36,999-22%', None]","['32 Ratings', '26 Answered Questions']",['4.8'],"[""the reviews are: well packed, buht hi acha original mobile,, very fast delivery within just 2 days. good seller, I'm very happy and satisfied, thanks\n"", 'the reviews are: mobile is 100% genuine....😍 sealed pack.... seller is so much co operative... 🥰 price is very low than other sellers or market....👍 recommended to all....👍👍 thanks 💚\n', 'the reviews are: very very good working.. thanks seller very responsible person. very one close Ur eye and buy it.. 💖 seal pack\n', 'the reviews are: 25 rupay ziada Lia but product acha aur original tha\n', 'the reviews are: very very good working.. thanks seller very responsible person. very one close Ur eye and buy it.. 💖 seal pack\n', 'the reviews are: 100% satisfied.\n', 'the reviews are: great deal...pta approved and plenty of ram 128gb.5000mah battery..hold warranty...so far good impression...hope to use it long time\n', 'the reviews are: good, after oneday received\n', 'the reviews are: ontime delivery, well packed and very satisfied with the product .... seller recomended\n']"
"['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=3&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4', 'https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=3&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4']","['Itel S23 - 6.6"" Inch Display - 8GB + 8GB RAM - 128GB / 256GB ROM', None]","['Brand: No BrandMore Mobiles from No Brand', None]","['Rs. 27,999', None]","['32 Ratings', '54 Answered Questions']",['4.5'],"['the reviews are: Excellent product, genuine and original product, PTA approved. No Patched mobile. Seller sounds a very professional and committed in such deals. strongly recommended and feel free to buy this product. Thank you Daraz and Grateful to you Dear Seller...\n', 'the reviews are: #11.11 received as per specs mentioned. highly recommended.\n', 'the reviews are: Box was sealed and came with all accessories. The seller is recommended for geniune product.\n', 'the reviews are: excellent device delivered before time 100% seller recommended.\n', 'the reviews are: very beautiful thanks shop tech love you set was pin pack\n', 'the reviews are: I am regular customer of daraz and always have a v.good Experience with daraz. Itel s23 is Excellent same as show in picture Thank you daraz\n', 'the reviews are: Good Packing and delivery on time...Great Work\n', 'the reviews are: recieved on time\n', 'the reviews are: Awesome device.Thanks daraz and seller for on time delivery.\n']"
['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=3&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4'],"['Samsung A54 - 8GB/256GB - Android 13 - 5000 mAh Battery - 6.4"" Display']",['Brand: SamsungMore Mobiles from Samsung'],"['Rs. 128,999\nRs. 140,999-9%']",['21 Ratings'],['4.6'],"['the reviews are: Recommended seller 💯 fast shipping, pin packed.This phone has been warranty active 6 weeks ago on manufacture date by Samsung. Phone is original and has not been repacked. The warranty is 24 months and will expire september 2025.So hurry up before your favorite color is sold out.\n', ""the reviews are: In description section it says: What's in the box = 1 Phone , 1 Charger. But there is no Charger in the box. I know Samsung latest phone don't have chargers anymore, But then, why did your write it Like that. Moreover, the description/Specification Style of this phone in the daraz store was the worst thing I have ever seen. Kindly hire someone good. Other then of that, Original Seller(Samsung Flagship Store) is Selling Original/Sealed mobile phones. Good Delivery Service. So overall 3 Star\n"", 'the reviews are: #RWC2. Genuine product with quick delivery.\n', 'the reviews are: #RWC2. Genuine product with quick delivery.\n', 'the reviews are: In-time delivery and exact product. Fully satisfied with Daraz and their 11.11 sale.\n', 'the reviews are: Recommended sellar. Original product PTA approved. Deliver time to Lahore 3 days.\n', 'the reviews are: Fast delivery. they sent what they showed.\n', 'the reviews are: awesome phone,timely delivery\n', 'the reviews are: awesome....\n']"
['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=3&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4'],"['Infinix Note 30 RAM 8GB+8GB & 256GB Storage 6.78"" FHD 5000mAh Mega Battery Pta Approved Official Warranty']",['Brand: InfinixMore Mobiles from Infinix'],"['Rs. 48,499\nRs. 49,999-3%']",['34 Ratings'],['4.5'],"[""the reviews are: Everyone knows how is the phone so I won't say anything about the device but rather I would like to express my disappointment with the delay in delivery from the seller. Further the device cost you thousands & you can see the quantity of bubble wrap they did on the box what if it could have had been damaged? It must be packed properly & securely\n"", 'the reviews are: yeh repack hain mainay packing nahi open ki or mainay black color bola tha sunset gold aya hain JB Kay seller say bat bhi hogai thi AJ Saturday received hoa or Saturday ko hi mainay return kardia hain or is main seller ki chat bhi shamil hain picture main\n', 'the reviews are: best mobile ever, thanks Daraz and thanks seller recimmended this seller ❤️\n', 'the reviews are: amazing experience good mobile in good price\n', 'the reviews are: Bht pyara phone he budget me recommended seller..., excellent 👌\n', 'the reviews are: product is exceeleny, delivery services are very poor. i wiuld rater it minus, the privider bettet change delivery services otger than TCS\n', 'the reviews are: great but battery timming is not good\n', 'the reviews are: excellent delivery system and good quality product , draz is a trustwarthy ,professional ,excellent and valued supplier\n', 'the reviews are: Amazingly fast delivery. Original packing and received the item as ordered. Thanks Daraz\n']"
['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=3&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4'],"['Xiaomi 13T 12GB RAM-256GB ROM Flat display - FHD+ 6.67"" AMOLED PTA APPROVED OFFICIAL BRAND WARRANTY']",['Brand: RedmiMore Mobiles from Redmi'],"['Rs. 165,999\nRs. 169,999-2%']",['No Ratings'],[],[None]
"['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=3&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4', 'https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=3&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4']","['Redmi Note 12 || 8GB Ram 128GB Rom || 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 33W wired ||', None]","['Brand: No BrandMore Mobiles from No Brand', None]","['Rs. 51,399\nRs. 54,999-7%', None]","['23 Ratings', '25 Answered Questions']",['4.7'],"['the reviews are: Deliver on time good product 👍\n', 'the reviews are: Product quality is good as per the expectations, its value for money. But price is comparatively bit high as per the market.\n', 'the reviews are: original product delivered .... reliable seller ....... timely delivered ....!\n', 'the reviews are: original product delivered .... reliable seller ....... timely delivered ....!\n', 'the reviews are: Thanx 4 sending blue clr market mai bht short ha aur black mai mil raha tha\n', 'the reviews are: Deliver on time good product 👍\n', 'the reviews are: Good 👍👍👍👍👍 cell 📱📱📱📱 phone, honest seller, 💯💯💯💯💯 thanks Daraz and Seller\n', 'the reviews are: trusted seller original and perfect mobile recieved\n', 'the reviews are: absolutely satisfied with the seller delivery was exceptionally quick, Product arrived in perfect condition and is same as advertised. 100% would highly recommend this seller.\n']"
"['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=3&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4', 'https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=3&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4']","['Xiaomi 13T Pro - 6.67"" Inch AMOLED Display - 12GB RAM - 512GB ROM', None]","['Brand: No BrandMore Mobiles from No Brand', None]","['Rs. 238,499', None]","['No Ratings', '1 Answered Questions']",[],"[None, None]"
"['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=3&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4', 'https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=3&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4']","['Redmi Note 12 8GB Ram 128GB Rom, Display Size 6.67 Inches, Battery Capacity 5000 mAh , Fast charging 33W', None]","['Brand: RedmiMore Mobiles from Redmi', None]","['Rs. 49,999\nRs. 68,999-28%', None]","['10 Ratings', '27 Answered Questions']",['4.7'],"['the reviews are: It was just awesome thanks daraz thank you so much Seller Same colour and outstanding service quick delivery...\n', 'the reviews are: Grey order kya thw or blue receive hua, Bx yehi waja h jw daraz pr trust ni hota\n', 'the reviews are: Excellent experience. Received next day. Thank you so much daraz team.\n', 'the reviews are: Colour blue select Kia tha msg bhe kia tha per black bhja baki mobile new hai orignal\n', 'the reviews are: beaten service our zabardast prudect..\n', 'the reviews are: flash delivery and original product\n', 'the reviews are: \n', 'the reviews are: \n', 'the reviews are: \n']"
"['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=3&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4', 'https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=3&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4']","['Redmi Note 12 8GB Ram 128GB Rom, Display Size 6.67 Inches, Battery Capacity 5000 mAh , Fast charging 33W', None]","['Brand: No BrandMore Mobiles from No Brand\nFree Shipping', None]","['Rs. 49,999\nRs. 58,999-15%', None]","['3 Ratings', '8 Answered Questions']",['5.0'],"['the reviews are: Jo order kia tha wohi mila hai.Seller bhi acha hai.Thanks seller and Daraz.\n', 'the reviews are: Jo order kia tha wohi mila hai.Seller bhi acha hai.Thanks seller and Daraz.\n', 'the reviews are: Jo order kia tha wohi mila hai.Seller bhi acha hai.Thanks seller and Daraz.\n']"
['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=3&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4'],"['Sparx Neo 7 Ultra 128GB ROM | 8GB RAM Battery: 5000mAh Display: 6.52"" PTA APPROVED OFFICIAL BRAND WARRANTY']",['Brand: SparxMore Mobiles from Sparx'],"['Rs. 32,599\nRs. 38,999-16%']",['13 Ratings'],['4.2'],"[""the reviews are: Received in good condition but there are alarming things: 1. Warranty was already started 20 days ago 2. Charging is pathetic, it stops charging after 5-10% then you need to replug the charger 3. seller doesn't reply 😒 #11.11\n"", ""the reviews are: well it seems like it's an repack mobile phone, after checking warranty on website its warranty was started before my order, secondly its box packing was also doubtful maybe because it was open before to activate its warranty. i received after 8 days. shouldn't be delayed this much secondly seller reply always come after a day or never reply 😔 . disappointed but company really made a good phone 📱 good in use.\n"", 'the reviews are: Good 👍👍👍 very nice 🙂🙂\n', 'the reviews are: Delivered in only 2 days. Good phone\n', 'the reviews are: Awesome Product, nicely packed, Timely Received.\n', ""the reviews are: Received in good condition but there are alarming things: 1. Warranty was already started 20 days ago 2. Charging is pathetic, it stops charging after 5-10% then you need to replug the charger 3. seller doesn't reply 😒 #11.11\n"", 'the reviews are: sir camera kas km nhi kr rah camera Ka results nhi hai\n', 'the reviews are: \n', 'the reviews are: \n']"
"['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=3&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4', 'https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=3&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4']","['Xiaomi 13T - 6.67"" Inch Display - 12GB RAM - 256GB ROM', None]","['Brand: No BrandMore Mobiles from No Brand', None]","['Rs. 169,899', None]","['1 Ratings', '1 Answered Questions']",['5.0'],"[""the reviews are: Overall satisfied with the product and timely delivery. However there is one grievance with the buyer i.e. I was communicated that blue color is out of stock therefore I went for black. However, blue was still shown available on the product page. Won't deduct any points for that though overall experience was good!\n"", ""the reviews are: Overall satisfied with the product and timely delivery. However there is one grievance with the buyer i.e. I was communicated that blue color is out of stock therefore I went for black. However, blue was still shown available on the product page. Won't deduct any points for that though overall experience was good!\n"", ""the reviews are: Overall satisfied with the product and timely delivery. However there is one grievance with the buyer i.e. I was communicated that blue color is out of stock therefore I went for black. However, blue was still shown available on the product page. Won't deduct any points for that though overall experience was good!\n""]"
"['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=3&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4', 'https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=3&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4']","['Itel A60s || 4GB + 128GB || 6.6 inches IPS Display || Battery Li-Po 5000 mAh', None]","['Brand: No BrandMore Mobiles from No Brand', None]","['Rs. 22,999', None]","['40 Ratings', '49 Answered Questions']",['4.8'],"['the reviews are: honest seller fast shipping phone is very good camera results also nice all over good phone and I ordered again\n', 'the reviews are: Got the parcel in 2 days. Seller was way too helpful. Product is genuine, PTA approved. 12 months warranty from Advance Telecom. A nice handful and cost effective mobile phone. Highly recommend.\n', 'the reviews are: Seller is very Good person.It delivered in just 22hours and Phone is very good 👍 Same as shown and Very Affordable phone .Very Recommended\n', 'the reviews are: jazakallah honest seller and deliver in just 2 days authentic product product to apni jagah itni qeemat men bhot acha hai lekin asal men Jo muje free men mili woh seller ka Sacha aur jaldi response hai jis ki bhot ahmiyat hai Allah aap k karobar men taraqqi ata farmaey thank you so much\n', 'the reviews are: very nice mobile very good quality ♥️♥️♥️♥️♥️♥️\n', 'the reviews are: Very fast delivery, seller is very responsive and honest. Original product received in original packing with 1 year E warranty. Phone is also superb as per expectations.\n', 'the reviews are: nice mobile phone .thanks daraz\n', ""the reviews are: Mashallah the phone is more beautiful than the picture and the seller is very cooperative even though I ordered a wrong but they changed it's color to my liking when I text them jazakallah\n"", 'the reviews are: outclass mobile and seller is very honest as per product\n']"
"['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=3&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4', 'https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=3&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4']","['Xiaomi 13T , 12GB RAM 256GB ROM , 50MP Main Camera , Fingerprint , 5000mAh Battery', None]","['Brand: RedmiMore Mobiles from Redmi', None]","['Rs. 179,999\nRs. 200,000-10%', None]","['2 Ratings', '12 Answered Questions']",['5.0'],"['the reviews are: zabardast 👍🏻\n', 'the reviews are: zabardast 👍🏻\n', 'the reviews are: zabardast 👍🏻\n']"
"['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=3&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4', 'https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=3&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4']","['Sparx Neo X || 4GB RAM 64GB ROM || 50MP +2MP Camera || 5000mAh Battery || PTA Approved || 1 Year Brand Warranty', None]","['Brand: No BrandMore Mobiles from No Brand', None]","['Rs. 24,999\nRs. 31,999-22%', None]","['16 Ratings', '68 Answered Questions']",['4.6'],"['the reviews are: Deliver in 3 days No warrenty card No handfrees in box Only charger and low quality backcover in box Light weight Pakistan make set sparx Not Techno Spark Neo X But har cheez kam kar rahi hai design Acha hai Color Jo mangwaya wohi aya\n', 'the reviews are: Bht acha mobile he .Thank you.EXCELLENT Service.Delivered on time.\n', 'the reviews are: so reasonable so beautiful just like a woo ❤️😊😂 thanks daraz and thnks seller 👍\n', ""the reviews are: very nice mobile i love it it's worth it in this price\n"", 'the reviews are: Deliver in 3 days No warrenty card No handfrees in box Only charger and low quality backcover in box Light weight Pakistan make set sparx Not Techno Spark Neo X But har cheez kam kar rahi hai design Acha hai Color Jo mangwaya wohi aya\n', 'the reviews are: good moblie thanks daraz but color is changed plz send same the which we order.JazakAllah\n', 'the reviews are: Nice I like ♥️\n', 'the reviews are: very beautiful cell phone i relly happy\n', ""the reviews are: it's amazing mobile phone\n""]"
"['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=3&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4', 'https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=3&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4']","['Redmi 12 - 6.79"" Inch Display - 8GB RAM - 128GB ROM', None]","['Brand: No BrandMore Mobiles from No Brand', None]","['Rs. 43,950', None]","['10 Ratings', '8 Answered Questions']",['4.7'],"['the reviews are: Thanks Daraz and seller, excellent service same as shown in picture and producg receive in 3 days\n', 'the reviews are: buht pyari device h original PTA approved h thanks daraz and seller. ❤️❤️\n', 'the reviews are: original product hy A1 quality ky sath...munsab price ma... thanks\n', 'the reviews are: 100 % okay.\n', 'the reviews are: product is perfect\n', 'the reviews are: The product quality is good, however the delivery service is so poor that I received my fone even after the designated delivery time with multiple complaints.\n', 'the reviews are: \n', 'the reviews are: \n', 'the reviews are: \n']"
"['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=3&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4', 'https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=3&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4']","['Tecno Camon 20 - 8GB RAM 256GB ROM - 6.67"" AMOLED Display - Finger On Screen - 5000mAh Battery - 33W Fast Charge - 32MP Selfie Camera - 64 MP + 2MP + AI Cam + Quad Flash - PTA Approved', None]","['Brand: No BrandMore Mobiles from No Brand', None]","['Rs. 49,499\nRs. 54,000-8%', None]","['1 Ratings', '6 Answered Questions']",['1.0'],"['the reviews are: Delived time good .But I purchase light blue . received only blue\n', 'the reviews are: Delived time good .But I purchase light blue . received only blue\n', 'the reviews are: Delived time good .But I purchase light blue . received only blue\n']"
['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=3&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4'],"['Infinix Note 30 RAM 8 GB ROM 256 GB Front Camera 16 MP Back Camera 64 MP + 2 MP + AI Cam Battery Type Li-Po 5000 mAh, non-removable']",['Brand: No BrandMore Mobiles from No Brand'],"['Rs. 47,980\nRs. 48,000-0%']",['22 Ratings'],['4.8'],"['the reviews are: I received my product before Delievery date Thr phone was box packed I recommend this seller for Phone Buying I am truly satisfied with the seller\n', 'the reviews are: excellent service, very cooperative seller, very fast delivery\n', ""the reviews are: Alhamdolillah, got my package delivered super fast within 12hrs 50 mins to be exact, even before the initial expected arrival date. Seller was super cooperative, humble and replied instantly in chat. The parcel itself was packed firmly, carefully and securely. The phone was PTA approved. The official warranty started on the date of purchase. I'm more than satisfied with my experience. Highly recommended! Thank you very much Daraz and Seller! Jazakallah!\n"", 'the reviews are: Alhamdullilah ❤️ Original Product 👌 Recommended 👍🏻\n', 'the reviews are: It’s my first order from daraz.original device bheji hai seller ny main ny sy baat kar ky delivery fast karwai thi on time mujhy mobile mil gya I’ll recommend this seller\n', 'the reviews are: bth acha thanks daraz jasa mangwaya whe byja h r 1 din my he delivery h gya bundle of thanks\n', 'the reviews are: beautiful and orignal products seller is so good 💯💯💯💯💯💯😊😊😊😊\n', 'the reviews are: Satisfied Original product with All the Asscessories sealed packed Happy to buy mobile from this seller Recommended\n', 'the reviews are: Receive in Perfect condition\n']"
"['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=3&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4', 'https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=3&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4']","['Tecno Camon 20 , 8GB RAM 256GB ROM , 64MP Main Camera , Fingerprint , 5000mAh Fast Charging', None]","['Brand: TecnoMore Mobiles from Tecno', None]","['Rs. 48,999\nRs. 59,999-18%', None]","['10 Ratings', '38 Answered Questions']",['4.9'],"['the reviews are: mobile bilkol original hae or bhot achi packing Kar k vendor nae Bheja or Kafi fast delivery thi 2 days Mae mare pass pohanch gaya thanks to daraz team and vendor and Lapboard company.\n', 'the reviews are: Seller is very cooperative. Had a very good experience buying this cellphone. Original product and professionalism from seller is more than good.\n', 'the reviews are: everything is fine\n', 'the reviews are: Fast delivery phone is up to my expectations. seller is very honest and respond timely\n', 'the reviews are: Quick service excellent.\n', 'the reviews are: satisfied\n', 'the reviews are: \n', 'the reviews are: \n', 'the reviews are: \n']"
"['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=3&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4', 'https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=3&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4']","['Xiaomi Redmi 12 || 8GB + 128GB || 6.79"" IPS Display || 5000 mah Battery', None]","['Brand: No BrandMore Mobiles from No Brand', None]","['Rs. 43,999\nRs. 46,999-6%', None]","['1 Ratings', '49 Answered Questions']",['5.0'],"['the reviews are: Amazing phone in that price, highly recommend\n', 'the reviews are: Amazing phone in that price, highly recommend\n', 'the reviews are: Amazing phone in that price, highly recommend\n']"
"['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=3&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4', 'https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=3&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4']","['Oppo A57 - 5.2"" HD Display - 4GB RAM - 64GB ROM - Dual Sim - PTA Approved - Phone And Box Only (Charger, Accessories Not Included - Mix Color)', None]","['Brand: No BrandMore Mobiles from No Brand', None]","['Rs. 13,999\nRs. 19,999-30%', None]","['5 Ratings', '45 Answered Questions']",['3.0'],"[None, None]"
[],[],[],[],[],[],[]
[],[],[],[],[],[],[]
[],[],[],[],[],[],[]
[],[],[],[],[],[],[]
[],[],[],[],[],[],[]
[],[],[],[],[],[],[]
[],[],[],[],[],[],[]
['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=10&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4'],['Tecno Spark 10 Pro RAM 8 GB ROM 128 GB front Camera 32 MP Back Camera 50 MP Battery Type5000 mAh'],['Brand: No BrandMore Mobiles from No Brand'],"['Rs. 37,890\nRs. 38,000-0.3%']",['No Ratings'],[],[None]
"['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=10&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4', 'https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=10&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4']","['SPARX NEO 7 MOBILE 3GB RAM 64GB ROM , TRIPLE CAMERA , 5000 mAh BATTERY , ONE YEAR BRAND WARRANTY , PTA APPROVED', None]","['Brand: No BrandMore Mobiles from No Brand', None]","['Rs. 19,999\nRs. 23,000-13%', None]","['14 Ratings', '44 Answered Questions']",['4.7'],"['the reviews are: Very fast delivery, Same as mentioned and Satisfied 100% Alhamdullah , Jo kaha wahi send kiya best seller hai Such mein\n', 'the reviews are: Asslam O Alaikum bohat hi acha mobile ha mana hafta use ha bohat acha chal raha ha thank you daraz 💖💖❤❤\n', 'the reviews are: wrong items delivered 😡😡😡😡😡 or mara pasy b return nhi howa\n', 'the reviews are: thnx seller and daraz\n', 'the reviews are: bhot bhot acha mobile h .. btri timing v achi h bhtt.. is price me ye bhot e acha h ... highly recommend\n', 'the reviews are: Very good product. I am really satisfied from this product. I got this in a margan of one day. Delivery was very quick\n', 'the reviews are: The delivery was super fast. I received it within 2 days. The mobile is working oerfectly without any issues. Thanks seller & Daraz.\n', 'the reviews are: Great Product delivery was on time and safe I am happy with my purchase\n', 'the reviews are: very good nice mashallah\n']"
['https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=10&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4'],"['Samsung A04s , 4GB RAM 128GB ROM , 50MP Main Camera , Finger Sensor , 5000mAh Fast Charging']",['Brand: SamsungMore Mobiles from Samsung\nFree Shipping'],"['Rs. 41,699\nRs. 42,999-3%']",['No Ratings'],[],[None]
